YEAR,DOY,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M,QV2M,WS2M
2010,127,0.07,18.85,5.44,11.58,6.71,2.0
2010,128,0.0,22.33,8.28,15.07,7.2,1.34
2010,129,0.31,20.87,8.48,14.68,8.54,2.74
2010,130,0.25,20.86,9.59,14.85,8.06,2.57
2010,131,7.14,18.77,10.46,13.44,8.54,3.1
2010,132,3.68,16.43,8.47,11.73,7.2,2.76
2010,133,5.58,15.79,7.14,10.44,6.84,2.59
2010,134,4.99,13.79,5.42,8.97,6.16,3.04
2010,135,0.0,19.95,4.3,11.78,5.98,1.62
2010,136,0.0,24.57,7.45,15.83,6.16,1.64
2010,137,0.03,28.73,9.33,19.12,7.14,1.48
2010,138,0.44,28.23,13.16,20.51,7.93,3.1
2010,139,0.0,30.0,13.25,21.31,7.2,2.38
2010,140,0.0,31.5,14.13,22.65,8.0,2.65
2010,141,0.02,30.03,16.22,21.85,8.85,3.3
2010,142,0.36,23.23,14.15,18.81,10.31,1.41
2010,143,0.11,27.12,12.07,19.23,9.4,1.88
2010,144,0.24,25.35,12.29,18.19,10.13,1.98
2010,145,0.17,26.22,12.33,18.57,10.01,1.65
2010,146,0.02,27.44,13.88,19.56,9.58,1.66
2010,147,0.01,20.57,11.51,15.53,8.97,2.61
2010,148,0.01,19.79,9.51,13.9,7.81,2.35
2010,149,0.0,23.66,7.49,15.75,7.69,2.18
2010,150,0.0,28.45,11.05,19.73,8.0,1.61
2010,151,0.0,31.07,13.65,22.58,8.18,1.72
2010,152,0.0,32.63,15.88,24.3,9.52,1.48
2010,153,0.0,31.69,17.62,24.3,10.25,1.84
2010,154,0.0,28.45,15.23,22.07,9.4,1.63
2010,155,0.0,30.46,14.92,22.51,8.85,2.01
2010,156,0.0,31.15,17.07,23.05,9.7,1.62
2010,157,0.01,28.3,15.36,20.87,10.31,1.58
2010,158,0.0,28.68,14.05,20.74,9.03,1.83
2010,159,0.0,25.48,13.26,18.52,8.91,1.75
2010,160,2.53,25.01,12.13,17.51,9.58,3.75
2010,161,1.85,22.3,11.59,16.23,9.22,2.92
2010,162,0.31,20.68,9.87,14.49,7.81,2.44
2010,163,0.04,21.28,9.24,14.55,7.14,2.16
2010,164,1.17,20.45,10.31,14.69,8.18,1.94
2010,165,0.23,21.62,10.58,15.74,8.42,1.67
2010,166,0.0,25.79,10.15,17.95,8.3,1.78
2010,167,0.0,26.83,12.66,19.19,8.48,1.74
2010,168,0.0,25.05,13.87,18.9,8.97,1.88
2010,169,0.0,24.92,11.29,17.73,8.61,2.02
2010,170,0.0,23.26,10.05,15.82,7.39,1.73
2010,171,0.0,24.28,10.38,16.85,7.45,1.88
2010,172,0.0,24.86,11.36,17.41,8.54,1.98
2010,173,0.0,31.12,12.05,21.3,8.91,2.41
2010,174,0.0,33.23,14.71,23.3,9.7,2.09
2010,175,0.0,27.53,14.57,20.41,11.11,2.06
2010,176,0.07,25.37,13.98,19.08,10.62,2.05
2010,177,0.0,26.62,12.98,19.17,9.77,2.48
2010,178,0.02,26.94,13.12,19.72,9.7,2.28
2010,179,1.23,29.83,14.24,21.74,10.5,1.91
2010,180,1.0,31.17,16.47,23.51,11.72,1.69
2010,181,0.44,32.02,17.78,24.41,12.33,1.74
2010,182,0.36,31.51,17.76,24.28,12.27,1.72
2010,183,0.3,33.9,17.37,24.37,11.78,1.59
2010,184,1.43,34.45,17.83,24.48,11.17,1.43
2010,185,0.01,34.91,17.23,25.3,10.01,1.58
2010,186,0.06,34.15,17.22,25.18,10.07,1.92
2010,187,0.05,35.81,18.61,26.55,10.07,1.46
2010,188,0.98,38.31,20.63,28.38,10.56,1.91
2010,189,0.26,37.97,21.48,29.21,11.29,1.8
2010,190,0.19,38.07,23.2,29.58,11.84,2.07
2010,191,0.04,38.24,21.95,29.36,11.05,2.44
2010,192,0.02,37.61,22.87,29.07,11.11,2.21
2010,193,0.0,35.62,21.59,27.72,10.5,2.17
2010,194,0.0,34.02,18.79,25.6,8.79,1.57
2010,195,0.0,31.82,16.72,24.03,9.52,1.7
2010,196,0.01,33.29,17.37,24.86,10.44,1.91
2010,197,0.11,31.61,16.9,24.05,10.8,2.02
2010,198,0.22,36.44,19.37,27.94,10.8,1.41
2010,199,0.28,38.69,24.55,30.55,10.19,1.73
2010,200,0.05,38.58,22.89,29.67,10.44,2.16
2010,201,0.0,34.31,18.98,26.59,10.19,2.05
2010,202,0.04,31.88,18.05,24.33,9.52,1.75
2010,203,0.06,32.64,17.1,24.44,10.5,1.86
2010,204,0.1,33.89,17.44,25.98,11.17,1.78
2010,205,0.16,38.88,23.18,30.46,11.29,1.83
2010,206,2.94,35.82,23.75,29.26,12.33,1.72
2010,207,0.54,36.61,23.81,29.45,11.66,1.69
2010,208,3.04,33.04,21.09,26.31,11.96,2.92
2010,209,0.27,37.37,21.82,28.87,11.29,2.95
2010,210,0.03,34.06,19.44,26.47,9.34,2.48
2010,211,0.0,35.2,16.58,25.93,8.42,2.34
2010,212,0.0,36.83,19.68,27.59,9.89,2.03
2010,213,0.0,37.42,20.68,28.7,9.7,1.95
2010,214,0.0,38.29,23.26,29.71,9.52,2.2
2010,215,0.0,38.27,23.13,29.69,9.09,2.12
2010,216,0.0,35.12,20.23,27.31,6.84,2.3
2010,217,0.0,34.97,18.98,26.48,6.9,1.8
2010,218,0.01,37.88,18.26,27.75,8.73,1.98
2010,219,0.53,38.12,21.85,29.0,10.19,1.84
2010,220,0.05,36.23,23.46,28.21,11.96,1.98
2010,221,0.3,38.92,23.68,30.21,9.77,3.55
2010,222,0.01,37.68,23.15,29.79,9.16,2.66
2010,223,0.0,37.77,22.98,29.63,8.24,2.26
2010,224,0.0,35.76,20.92,27.86,8.48,2.05
2010,225,0.0,32.58,18.55,24.9,8.97,1.91
2010,226,0.03,35.04,18.85,26.12,8.67,1.95
2010,227,5.03,32.82,20.31,25.48,10.86,2.37
2010,228,8.86,30.44,18.26,23.18,11.9,2.49
2010,229,11.1,26.33,15.56,20.4,11.05,1.86
2010,230,12.97,23.65,14.49,18.78,11.66,2.57
2010,231,0.01,30.73,14.65,22.19,10.5,2.18
2010,232,0.0,35.7,16.76,26.05,9.52,1.9
2010,233,0.0,38.92,20.51,28.72,9.4,1.82
2010,234,0.0,39.29,21.6,29.33,10.44,1.79
2010,235,0.08,34.22,21.4,27.05,11.54,2.18
2010,236,0.0,35.6,20.93,27.76,10.86,1.84
2010,237,0.0,39.24,20.65,29.69,8.61,2.06
2010,238,0.13,39.71,23.19,30.68,8.0,2.09
2010,239,0.03,40.05,22.55,30.4,8.42,2.3
2010,240,0.04,38.15,23.08,29.4,8.79,1.99
2010,241,0.0,36.01,20.81,27.62,8.48,2.04
2010,242,0.0,38.03,20.48,28.69,8.0,1.7
2010,243,0.0,36.46,21.29,28.3,8.67,2.5
2010,244,0.0,34.8,19.58,26.2,9.58,1.9
2010,245,0.0,30.4,16.91,22.56,9.77,1.78
2010,246,0.0,34.28,15.62,24.58,7.14,1.77
2010,247,0.0,36.35,17.18,26.4,6.84,2.14
2010,248,0.04,35.71,20.45,26.84,8.36,2.17
2010,249,0.1,32.3,18.63,24.39,9.16,2.47
2010,250,0.0,27.8,15.44,20.94,8.91,2.25
2010,251,0.22,27.83,13.94,19.8,8.67,1.77
2010,252,0.0,33.52,13.36,22.91,5.98,2.02
2010,253,0.01,36.69,18.23,27.16,6.29,2.16
2010,254,0.23,36.06,20.68,27.23,8.42,2.72
2010,255,0.17,34.06,19.87,25.87,8.3,1.97
2010,256,0.0,33.98,20.24,26.51,7.81,1.7
2010,257,0.01,36.74,20.02,27.63,8.24,1.52
2010,258,0.02,36.88,22.04,27.99,8.06,2.4
2010,259,3.91,33.48,20.21,24.56,9.83,2.59
2010,260,3.35,26.28,15.37,21.04,10.62,3.27
2010,261,0.7,29.94,14.58,21.62,8.85,1.78
2010,262,1.29,32.78,18.77,23.98,10.01,1.93
2010,263,2.55,26.46,17.9,21.3,11.23,1.84
2010,264,0.13,30.53,16.83,22.98,10.19,1.64
2010,265,0.16,31.26,19.08,24.05,10.01,1.59
2010,266,0.27,34.81,18.67,24.62,10.07,2.89
2010,267,0.1,31.57,18.8,23.8,9.58,1.99
2010,268,0.0,27.5,18.05,21.96,8.67,1.71
2010,269,1.24,24.01,13.77,18.39,9.58,2.5
2010,270,0.12,23.84,12.76,16.76,8.48,2.32
2010,271,0.14,24.23,12.09,16.73,7.51,1.45
2010,272,0.0,29.31,12.15,19.76,5.86,1.71
2010,273,0.0,30.9,16.08,22.44,6.41,2.02
2010,274,0.01,32.6,18.29,23.95,6.84,1.88
2010,275,0.04,33.55,18.27,24.55,6.35,2.26
2010,276,1.04,26.26,15.15,21.18,8.97,3.41
2010,277,1.58,23.98,13.13,17.25,9.58,3.66
2010,278,0.45,29.75,11.49,18.57,8.36,2.14
2010,279,0.25,26.88,13.0,18.34,8.24,1.67
2010,280,0.81,26.95,14.04,19.29,9.09,1.6
2010,281,0.0,29.09,14.08,20.42,6.96,2.54
2010,282,11.73,25.53,13.6,17.91,8.48,3.7
2010,283,19.08,17.24,12.53,14.23,9.52,5.05
2010,284,38.06,16.8,10.61,13.6,9.09,4.95
2010,285,7.68,18.27,9.56,13.41,8.67,3.48
2010,286,1.96,20.19,10.5,14.56,8.97,2.15
2010,287,0.03,22.14,9.19,14.73,7.93,1.59
2010,288,0.0,21.75,10.32,14.89,7.51,1.57
2010,289,0.0,21.5,10.17,14.8,7.39,1.64
2010,290,0.0,22.61,10.22,15.16,7.32,1.59
2010,291,0.0,24.94,10.56,16.1,5.86,1.67
2010,292,0.3,24.14,11.62,16.23,6.41,1.19
2010,293,3.77,22.83,11.12,15.61,7.87,1.48
2010,294,0.11,24.51,10.26,16.3,7.93,1.33
2010,295,4.89,22.75,11.38,16.54,8.67,1.47
2010,296,9.47,18.37,11.81,14.91,9.64,1.23
2010,297,7.03,18.65,9.92,13.66,8.61,1.41
2010,298,0.05,20.21,8.24,13.13,7.32,1.52
2010,299,0.0,23.77,7.63,14.36,6.53,1.38
2010,300,0.0,25.31,9.69,16.03,5.86,1.5
2010,301,0.0,25.83,9.53,16.64,5.68,1.66
2010,302,0.01,25.05,9.83,16.05,5.86,2.38
2010,303,0.06,21.01,8.55,13.93,6.9,2.86
2010,304,18.06,15.12,9.38,12.06,8.61,5.02
2010,305,3.44,15.15,6.35,10.26,6.71,2.32
2010,306,0.0,19.5,4.02,10.64,5.68,2.12
2010,307,0.0,24.42,5.37,13.12,5.0,1.98
2010,308,0.0,24.56,7.95,14.9,4.94,1.88
2010,309,0.0,23.12,7.89,14.07,5.07,2.11
2010,310,0.0,20.78,7.47,13.34,5.68,1.64
2010,311,0.31,17.34,6.1,11.37,6.47,2.21
2010,312,0.83,14.51,8.55,10.58,7.51,2.72
2010,313,9.36,14.68,8.63,11.02,8.06,4.87
2010,314,12.99,13.65,6.77,10.84,7.87,2.4
2010,315,0.09,18.77,5.19,10.06,5.8,1.59
2010,316,0.0,20.78,6.44,12.39,5.62,1.3
2010,317,0.0,21.21,8.55,13.07,6.1,1.59
2010,318,0.04,19.19,6.86,12.05,6.71,2.36
2010,319,2.93,14.24,2.81,9.09,6.16,2.02
2010,320,0.0,19.73,2.26,9.46,3.97,1.31
2010,321,0.06,16.84,3.65,9.43,4.64,1.9
2010,322,2.36,16.67,5.9,9.77,6.1,1.17
2010,323,0.0,16.72,6.63,10.65,5.74,1.67
2010,324,6.34,16.79,7.97,12.09,7.51,2.69
2010,325,2.78,13.77,4.73,9.33,6.65,1.88
2010,326,0.15,15.45,3.46,7.9,5.49,1.27
2010,327,0.0,19.03,5.08,11.17,5.43,1.19
2010,328,0.01,19.87,6.62,12.21,6.47,1.52
2010,329,0.26,18.99,6.52,11.33,7.14,1.52
2010,330,9.62,19.84,8.88,13.08,7.14,1.77
2010,331,21.75,13.01,9.41,11.08,8.3,5.57
2010,332,12.95,11.98,8.58,10.04,7.81,2.7
2010,333,26.78,13.05,10.53,12.19,8.61,7.62
2010,334,88.24,13.65,7.26,10.94,8.48,5.33
2010,335,9.56,10.08,5.51,7.39,6.47,4.24
2010,336,14.52,9.94,6.37,7.85,6.77,3.02
2010,337,5.3,10.73,3.31,6.87,5.62,1.48
2010,338,0.0,17.86,3.58,9.83,5.92,1.98
2010,339,0.66,21.42,7.73,13.64,6.23,2.2
2010,340,0.75,19.7,11.37,14.61,7.93,3.09
2010,341,0.0,20.29,11.59,14.49,7.69,3.12
2010,342,0.0,20.05,9.48,13.49,7.32,2.5
2010,343,0.0,24.26,10.8,15.35,5.98,2.86
2010,344,0.0,22.91,9.78,14.87,5.8,1.57
2010,345,0.0,22.7,7.49,13.41,5.62,1.59
2010,346,0.15,13.67,8.97,10.94,6.84,1.45
2010,347,0.09,17.32,6.3,10.49,6.23,1.16
2010,348,0.0,17.33,4.35,9.37,5.49,1.42
2010,349,0.0,17.28,4.87,9.54,4.82,1.34
2010,350,0.0,17.06,4.66,8.93,3.72,1.31
2010,351,0.0,20.4,4.61,11.6,5.49,1.94
2010,352,3.12,17.33,7.18,11.62,6.53,3.8
2010,353,22.61,13.2,8.83,10.61,8.0,4.52
2010,354,0.68,16.33,8.07,11.13,7.39,2.82
2010,355,3.23,14.67,10.16,11.43,7.63,4.91
2010,356,32.68,12.28,8.47,10.11,7.45,6.6
2010,357,15.8,8.99,3.76,6.86,6.41,3.91
2010,358,0.49,9.99,1.38,4.77,4.46,0.91
2010,359,5.62,10.28,2.08,6.44,5.37,2.12
2010,360,6.38,13.8,4.51,8.71,7.26,1.84
2010,361,0.01,16.85,2.65,8.76,5.31,1.67
2010,362,0.0,18.05,6.62,10.94,5.74,1.14
2010,363,0.0,18.06,5.89,10.93,4.94,1.77
2010,364,0.11,14.04,3.87,7.95,4.76,2.29
2010,365,0.66,13.72,4.26,7.89,5.86,2.27
2011,1,0.04,14.31,3.74,8.05,6.16,1.27
2011,2,0.05,14.73,4.24,8.15,5.86,1.19
2011,3,0.0,16.38,4.51,8.93,5.37,1.34
2011,4,0.0,14.98,5.57,9.51,5.49,1.38
2011,5,0.0,16.82,5.01,9.48,5.31,2.1
2011,6,0.0,16.16,4.37,8.89,4.76,1.84
2011,7,0.0,15.8,6.02,9.7,5.0,1.81
2011,8,0.09,17.53,5.4,10.34,5.31,2.14
2011,9,1.99,11.69,3.87,7.11,6.1,1.68
2011,10,0.51,13.77,2.78,7.12,5.49,1.28
2011,11,0.0,15.83,3.11,8.01,4.52,1.5
2011,12,0.0,16.97,5.49,9.25,5.31,1.36
2011,13,0.0,19.73,3.4,9.97,4.7,1.39
2011,14,0.0,17.48,3.62,9.23,5.13,1.48
2011,15,0.0,19.06,3.1,9.39,4.7,1.34
2011,16,0.0,18.17,2.87,8.94,4.46,1.56
2011,17,0.0,17.82,5.71,10.19,4.76,1.35
2011,18,0.0,17.67,3.8,9.69,4.58,1.38
2011,19,0.0,15.42,3.65,8.62,4.58,1.52
2011,20,0.0,16.56,2.58,8.19,4.46,1.3
2011,21,0.0,16.7,3.19,8.82,4.33,1.55
2011,22,0.29,15.11,4.37,8.38,5.13,1.68
2011,23,0.57,12.37,3.65,7.8,5.19,1.8
2011,24,1.76,11.18,4.01,6.85,5.55,2.17
2011,25,0.22,15.7,3.87,9.13,6.04,1.62
2011,26,6.37,14.48,6.07,9.46,6.16,3.58
2011,27,22.48,10.92,3.98,7.31,6.41,4.42
2011,28,6.7,9.85,3.97,6.46,5.98,4.28
2011,29,8.77,8.13,5.69,6.61,6.35,2.64
2011,30,15.18,9.46,4.82,6.21,5.92,2.35
2011,31,10.2,7.4,1.24,4.23,5.07,2.09
2011,32,10.53,6.63,0.05,3.33,4.58,1.81
2011,33,0.1,7.71,-3.53,1.79,3.48,1.25
2011,34,0.0,11.32,-3.02,2.83,3.3,1.45
2011,35,0.0,15.01,-2.12,4.74,3.36,2.3
2011,36,0.0,16.89,0.38,7.19,3.42,1.94
2011,37,0.0,15.65,0.58,6.98,3.85,1.56
2011,38,0.0,14.27,2.32,7.06,4.03,1.35
2011,39,0.0,13.94,1.69,6.69,4.21,1.34
2011,40,0.0,17.64,0.33,7.61,4.15,1.34
2011,41,0.0,16.48,3.63,8.4,4.15,1.55
2011,42,0.02,15.68,1.81,7.94,4.03,1.55
2011,43,0.05,15.61,1.72,7.47,3.91,1.55
2011,44,0.88,13.7,0.47,6.93,4.88,2.8
2011,45,9.39,13.51,3.67,7.78,5.74,2.27
2011,46,21.23,10.94,3.23,7.17,6.16,3.95
2011,47,11.89,11.33,5.35,7.63,6.29,4.46
2011,48,27.76,10.43,3.8,6.71,5.92,4.22
2011,49,0.22,15.92,2.03,8.04,4.94,1.16
2011,50,0.0,15.34,3.94,8.83,5.25,1.48
2011,51,1.69,11.8,4.54,8.18,6.16,1.52
2011,52,0.07,15.11,2.65,8.32,5.74,1.48
2011,53,0.1,16.68,3.21,9.15,5.74,1.58
2011,54,0.0,21.3,5.24,11.3,4.94,1.59
2011,55,0.0,21.58,4.89,11.54,4.82,1.67
2011,56,0.0,19.97,4.11,10.83,4.88,2.24
2011,57,0.0,20.89,5.05,11.95,5.43,1.91
2011,58,0.12,18.97,7.62,11.78,5.37,1.71
2011,59,0.32,15.35,3.65,8.4,5.43,1.6
2011,60,0.0,13.24,0.96,6.06,4.21,1.62
2011,61,0.01,10.65,-0.59,4.05,3.48,1.48
2011,62,0.0,13.69,-2.59,4.56,3.42,1.54
2011,63,0.06,12.46,-1.17,5.18,4.03,1.62
2011,64,0.47,14.82,1.87,7.05,4.33,1.45
2011,65,0.18,14.74,3.2,8.19,4.94,1.18
2011,66,0.48,17.68,2.86,10.23,5.13,1.7
2011,67,3.27,16.02,3.95,9.54,6.1,1.57
2011,68,3.98,13.31,4.55,8.44,6.53,1.52
2011,69,1.17,14.36,6.39,9.29,6.23,1.49
2011,70,22.93,12.66,6.2,8.9,6.77,2.02
2011,71,6.91,12.69,5.92,8.87,6.65,3.13
2011,72,2.1,14.46,5.34,9.61,6.29,2.7
2011,73,18.55,14.0,4.69,7.95,5.92,4.07
2011,74,9.7,7.31,3.37,5.09,5.43,2.77
2011,75,14.82,8.56,2.58,5.35,5.8,4.93
2011,76,0.17,14.35,4.32,8.43,5.74,1.78
2011,77,0.0,18.63,2.08,9.96,5.19,1.78
2011,78,0.0,22.66,4.9,12.52,4.82,1.91
2011,79,0.0,22.16,4.93,12.85,5.13,1.61
2011,80,0.0,21.63,6.42,13.54,5.74,1.47
2011,81,0.02,19.89,6.69,12.83,5.62,2.5
2011,82,0.08,18.55,8.26,12.76,5.74,3.05
2011,83,0.09,22.55,8.89,14.57,6.23,2.22
2011,84,0.35,21.9,7.72,13.87,7.02,1.77
2011,85,0.04,21.12,8.24,13.6,6.96,1.57
2011,86,0.0,19.12,7.4,12.34,6.9,1.47
2011,87,0.0,21.74,7.05,13.43,6.59,1.56
2011,88,0.0,19.11,7.5,12.33,6.9,1.54
2011,89,0.0,21.87,5.95,13.08,6.29,2.17
2011,90,0.0,27.29,8.16,16.86,6.29,1.78
2011,91,0.0,27.37,10.69,18.28,6.84,2.36
2011,92,0.26,28.26,11.92,18.58,7.75,2.37
2011,93,9.17,17.7,9.69,13.63,8.42,2.48
2011,94,0.64,21.8,8.83,13.53,7.39,3.11
2011,95,0.0,23.24,10.08,15.36,5.68,3.69
2011,96,0.0,23.85,7.86,15.47,6.65,1.52
2011,97,0.0,27.21,9.25,17.78,6.47,1.65
2011,98,0.0,29.33,11.2,19.56,6.65,1.83
2011,99,0.0,26.05,11.79,18.01,8.18,1.62
2011,100,0.0,25.13,10.75,16.78,7.51,1.6
2011,101,0.0,26.11,9.59,17.07,6.29,1.91
2011,102,0.0,27.01,8.85,17.35,6.77,1.98
2011,103,0.02,28.99,12.1,20.22,7.51,2.26
2011,104,0.0,27.51,13.55,19.52,7.75,3.03
2011,105,0.0,27.05,12.19,18.94,7.39,1.9
2011,106,0.36,25.53,11.92,17.44,8.85,1.81
2011,107,1.41,24.62,10.37,17.13,9.28,1.48
2011,108,2.08,24.55,12.36,18.08,9.22,2.27
2011,109,0.53,22.0,10.94,15.75,8.48,2.3
2011,110,2.52,23.18,10.95,16.22,8.3,1.82
2011,111,10.11,18.31,8.49,13.15,7.87,3.34
2011,112,7.14,14.67,6.44,10.25,6.96,4.41
2011,113,3.74,15.65,8.29,11.03,7.26,1.89
2011,114,14.1,14.55,7.59,10.4,7.39,2.31
